id,scope_type,scope_slug,scope_name,page_id,event_date,event_year,event_title,event_summary,actors,tags,places,organizations,importance
1229,topic,peiping-1949,1949 年北平接触,82,"May 17, 1946",1946,围绕政协决议和政府改组的调处,周将军说，这对他来说并非要紧问题；但他在想，如果今天能去，明晚便可同马歇尔将军谈话，因此他宁愿今天去。 马歇尔将军说，考伊上校认为，那个小组还没有乘吉普车从南通回来。,周恩来; 马歇尔,政协; 马歇尔调处; 北平接触; 民盟,北平; 南京; 重庆; 延安; 满洲,中国民主同盟; 国民党; 中国共产党; 政治协商会议,75
1230,topic,peiping-1949,1949 年北平接触,83,"May 17, 1946",1946,北平接触与民盟人士沟通,马歇尔将军表示，广播称淮安方面与执行小组失去联系。 马歇尔将军就此情况征求周将军的意见。,罗隆基; 张君劢; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,北平; 南京; 重庆; 满洲; 天津,中国民主同盟; 国民政府; 国民党; 中国共产党,85
1231,topic,peiping-1949,1949 年北平接触,410,"May 2, 1949",1949,The Minister-Counselor of Embassy in China (Clark) to the Secretary of State,谈话中他说，近几个月来，各类团体，包括国民党CC系、民主同盟、国民党革命委员会和台湾共产党人，都曾接触他，试图争取台湾再解放联盟加入各自机构，并提出颇具吸引力的条件，但他拒绝同他们讨论。,,民盟,香港,中国民主同盟; 国民党; 中国共产党; 美国国务院; 美国驻华使馆,15
1232,topic,peiping-1949,1949 年北平接触,290,"May 21, 1947",1947,北平接触与民盟人士沟通,与此同时，上海、北平以及很可能其他地方正在形成一些团体，组织起来向双方呼吁停止战斗，并重新努力通过谈判实现和平。 民主同盟代表已答应出席。,司徒雷登; 蒋介石,北平接触; 民盟,北平; 南京; 上海; 华盛顿,中国民主同盟; 国民党; 中国共产党; 美国国务院; 行政院,50
1233,topic,peiping-1949,1949 年北平接触,368,"May 25, 1949",1949,The Consul General at Shanghai (Cabot) to the Secretary of State,为防止他们认为的国民党绑架危险，杨虎的人员昨日将民主同盟领袖罗隆基和张澜从国民党对他们的医院拘禁中“救出”；罗隆基致电总领事馆报告他们已脱身。,罗隆基; 张澜,民盟,南京; 上海,中国民主同盟; 国民党; 中国共产党; 美国国务院; 美国驻上海总领事馆,25
1234,topic,peiping-1949,1949 年北平接触,291,"May 27, 1947",1947,北平接触与民盟人士沟通,"以下是上海发往大使馆的第917号电，5月23日下午6时： ""总领事馆官员会晤了当地秘密警察负责人王新衡，据其告知大致情况如下：当前的学生运动源于所谓的北平强奸案事件，当时成立了一个名为'反美暴行协会'的全国性学生组织，共产党在其组建过程中起了推动作用。",司徒雷登,北平接触,北平; 南京; 上海,中国共产党; 美国国务院,35
1235,topic,peiping-1949,1949 年北平接触,369,"May 28, 1949",1949,北平接触与民盟人士沟通,司徒雷登 注46：柯乐博，驻北平总领事。 注47：张东荪，北平民主同盟领导人。,张东荪; 司徒雷登,北平接触; 民盟,北平; 南京; 上海; 华盛顿,中国民主同盟; 美国国务院; 美国驻北平总领事馆,50
1236,topic,peiping-1949,1949 年北平接触,88,"May 29, 1946",1946,第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54-D270〔文件489〕马歇尔将军与张君劢博士会谈纪要，马歇尔将军寓所，1946年5月29日下午5时。 马歇尔将军表示，双方对彼此都极度怀疑，而且这种怀疑在过去十天里有所增加。,张君劢; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 第三方面; 联合政府; 民盟,满洲,中国民主同盟; 国民党; 中国共产党; 青年党; 国民大会,55
1237,topic,peiping-1949,1949 年北平接触,89,"May 29, 1946",1946,围绕政协决议和政府改组的调处,马歇尔将军随后询问，哈尔滨、齐齐哈尔和满洲里问题最好如何安排。 马歇尔将军强调，如果没有相当把握认为能够达成协议、谈判不会再次陷入僵局，他不能再一次投入谈判。,罗隆基; 张君劢; 马歇尔,政协; 马歇尔调处; 民盟,满洲,中国民主同盟; 中国共产党; 政治协商会议,85
1238,topic,peiping-1949,1949 年北平接触,295,"May 29, 1947",1947,北平接触与民盟人士沟通,财政部长称四川前景特别有利，其他省份报告尚可；但其他消息来源对华北平原、湘南等地持悲观看法。,司徒雷登,北平接触,北平,国民党; 美国驻华使馆,60
1239,topic,peiping-1949,1949 年北平接触,8,"May 30, 1944",1944,The Second Secretary of Embassy in China (Penfield) to the Secretary of State,最近拜访张表方（张澜）时，这位年长的非国民党政治领袖也谈了非常相似的思路。,张澜,,重庆; 成都; 桂林,国民政府; 国民党; 青年党; 美国国务院; 美国驻华使馆,10
1240,topic,peiping-1949,1949 年北平接触,90,"May 30, 1946",1946,北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270〔文件491〕马歇尔将军与周恩来将军会谈纪要，南京宁海路5号，1946年5月30日下午6时。 马歇尔将军说，他中午收到委员长一封信，答复他前几天的来信。,周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触,北平; 南京; 沈阳,中国共产党,55
1241,topic,peiping-1949,1949 年北平接触,91,"May 30, 1946",1946,北平接触与民盟人士沟通,马歇尔将军表示，他想重申，他并不期望周恩来将军在这次会议上对他的草案作出答复。 委员长只是就美国军官问题做了一个笼统的陈述，其范围之广，马歇尔将军无法接受，并且他已向委员长指出，这给相关的美国人带来了一个非常棘手的问题。,周恩来; 马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,北平; 南京; 重庆; 上海; 延安; 沈阳; 满洲,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党,75
1242,topic,peiping-1949,1949 年北平接触,296,"May 30, 1947",1947,北平接触与民盟人士沟通,他们认为，政府于5月18日颁布禁止示威游行的法令是严重失策，而随后在南京和北平发生的示威活动中出现的暴力事件，反而使此前保持中立或摇摆不定的师生对示威者产生了同情。 此外，他们认为，随着危机加深以及共产党和国民党右翼立场日趋强硬，更多中间派团体将转而支持中国民主同盟。,司徒雷登,北平接触; 民盟,北平; 南京; 上海,中国民主同盟; 国民党; 中国共产党; 美国国务院,50
1243,topic,peiping-1949,1949 年北平接触,284,"May 7, 1947",1947,The Ambassador in China (Stuart) to the Secretary of State,李璜原由中国青年党提名出任联合政府经济部部长，现已公开并正式宣布拒绝接受该职。 与此同时，国民党高级领导人正连续攻击中国民主同盟，称其不过是共产党风筝的尾巴。,罗隆基; 张君劢; 司徒雷登,联合政府; 民盟,南京,中国民主同盟; 国民党; 中国共产党; 青年党; 美国国务院,65
1244,topic,peiping-1949,1949 年北平接触,349,"November 13, 1948",1948,The Consul General at Shanghai (Cabot) to the Secretary of State,罗隆基博士最近同总领事馆一名工作人员谈话时表示，如果共产党接管上海，美国人生命和财产面临的唯一危险，在于国务卿或总统可能发表政策声明，宣布美国决心继续支持蒋介石并增加对他的援助。 罗隆基说，不论美国官方感受如何，在目前发表这种声明都极不明智，因为它可能引发广泛的反美运动。,罗隆基; 蒋介石,民盟,南京; 上海,中国民主同盟; 中国共产党; 美国国务院; 美国驻上海总领事馆,65
1245,topic,peiping-1949,1949 年北平接触,391,"November 28, 1948",1948,北平接触与民盟人士沟通,00/11-2849：电报〔文件698〕 驻北平总领事（柯乐博）致国务卿 北平，1948年11月28日下午2时。 他声称不知道根据东北-苏联贸易协定运出的粮食数量和其他业务情况，说没有人见过协定文本，北平也无人知道运出了什么、运进了什么；没有人见过据称从苏联换得的机器，也没有人知道执行协定时商品价值如何确定。,张东荪,北平接触; 民盟,北平; 上海; 满洲,中国民主同盟; 中国共产党; 美国国务院; 美国驻北平总领事馆,50
1246,topic,peiping-1949,1949 年北平接触,249,"November 29, 1946",1946,The Ambassador in China (Stuart) to the Secretary of State,11月25日由委员长主持的全体会议上，委员长称，政协关于修改宪法草案的决定，可以对参加政协的各党派成员具有约束力，但不能约束民选代表。 ） 蒋、张书信公布时（参见使馆11月27日第1986号电），一名共产党发言人重申，如果召开新的政协、成立联合政府并召集新的国民大会，和平谈判可以恢复（参见使馆11月27日第1982号电）；陈立夫举行记者会，攻击共产党，并阐述中国对古代美德的忠诚（参见使馆11月27日第1985号电）；罗隆基在一项声明中重申并重新解释民主同盟不参加大会的立场（参见使馆11月27日第1983号电）。,罗隆基; 张君劢; 司徒雷登; 蒋介石,政协; 马歇尔调处; 联合政府; 民盟,南京,中国民主同盟; 国民政府; 国民党; 中国共产党; 民主社会党; 政治协商会议; 美国国务院; 行政院; 国民大会,80
1247,topic,peiping-1949,1949 年北平接触,232,"November 3, 1946",1946,第三方面在国共之间寻求政治空间,马歇尔使团档案，Lot 54-D270［文件240］马歇尔将军与张君劢先生、罗隆基博士、叶笃义先生会谈记录，南京宁海路5号，1946年11月3日下午3时30分。 张先生向马歇尔将军报告说，他昨天下午见过委员长。,罗隆基; 张君劢; 周恩来; 马歇尔; 蒋介石,马歇尔调处; 第三方面,南京; 上海; 满洲,国民党; 中国共产党; 行政院; 国民大会,10
1248,topic,peiping-1949,1949 年北平接触,319,"November 7, 1947",1947,The Consul General at Shanghai (Dams) to the Secretary of State,以下概述民盟11月6日在当地所有中文报纸上以中央社消息形式发表、并由《大公报》在头版专栏刊载的公告： 我们一贯坚持民主、和平、团结的立场，但战争加剧已使我们无法有效为国家服务。 由于政府宣布民盟为非法组织，迫使我们停止活动。,张澜; 黄炎培,民盟,南京; 上海,中国民主同盟; 中国共产党; 美国国务院; 美国驻上海总领事馆,65
1249,topic,peiping-1949,1949 年北平接触,235,"November 8, 1946",1946,"Minutes of Meeting Between General Marshall and Dr. Stuart at Dr. Stuart’s Residence, Nanking, November 8, 1946, 9:30 a.m.",此时，马歇尔将军和司徒雷登博士仔细修改了此前为蒋介石起草的一份声明草案，并就一个改写本达成一致。 注66：周恩来，中国共产党同马歇尔将军谈判代表团负责人。,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处,南京; 华盛顿,国民党; 中国共产党; 美国国务院,45
1250,topic,peiping-1949,1949 年北平接触,389,"October 1, 1949",1949,北平接触与民盟人士沟通,01/10-149：电报［文件619］驻北平总领事柯乐博致国务卿。 北平，1949年10月1日。,张澜; 沈钧儒; 黄炎培; 章伯钧; 张东荪; 周恩来; 蒋介石,政协; 北平接触,北平; 南京; 上海; 天津,国民党; 政治协商会议; 美国国务院; 美国驻北平总领事馆,25
1251,topic,peiping-1949,1949 年北平接触,409,"October 11, 1949",1949,北平接触与民盟人士沟通,01/10-1149：电报〔文件134〕 驻北平总领事（柯乐博）致国务卿 北平，1949年10月11日下午5时。 共产党人可能认为，这一争取承认本身在政治策略上已构成重要让步；可参见7月19日本馆第848号电中罗隆基关于共产党不会请求承认的说法。,罗隆基; 周恩来,北平接触,北平,中国共产党; 美国国务院; 美国驻北平总领事馆,25
1252,topic,peiping-1949,1949 年北平接触,305,"October 13, 1947",1947,The Ambassador in China (Stuart) to the Secretary of State,］先生：兹随函附上1947年10月7日使馆官员与民主同盟罗隆基博士谈话备忘录一份。 关于政府最近对民主同盟的攻击，请国务院注意使馆1947年5月16日第730号函《中央政府对非国民党政治团体政策的可能走向》。,罗隆基; 司徒雷登,民盟,南京,中国民主同盟; 国民党; 中国共产党; 美国国务院,45
1253,topic,peiping-1949,1949 年北平接触,213,"October 17, 1946",1946,北平接触与民盟人士沟通,马歇尔使团档案，第54-D270卷〔文件200〕 马歇尔将军与梁漱溟先生、叶笃义先生会谈记录 马歇尔将军寓所，南京，1946年10月17日下午4时20分。 张先生告诉他，第三方面集团成员，即无党派集团、中国青年党和民主同盟成员，今天上午开会讨论委员长的声明。,梁漱溟; 张君劢; 周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 第三方面; 北平接触; 民盟,北平; 南京; 上海,中国民主同盟; 国民党; 中国共产党; 青年党; 民主社会党,70
